"filename","topic"
"Doc01.txt",2
"Doc02.txt",4
"Doc03.txt",2
"Doc04.txt",2
"Doc05.txt",2
"Doc06.txt",2
"Doc07.txt",2
"Doc08.txt",2
"Doc09.txt",2
"Doc10.txt",2
"Doc11.txt",3
"Doc12.txt",3
"Doc13.txt",3
"Doc14.txt",3
"Doc15.txt",3
"Doc16.txt",3
"Doc17.txt",3
"Doc18.txt",1
"Doc19.txt",1
"Doc20.txt",1
"Doc21.txt",1
"Doc22.txt",1
"Doc23.txt",4
"Doc24.txt",4
"Doc25.txt",4
"Doc26.txt",4
"Doc27.txt",4
"Doc28.txt",4
"Doc29.txt",4
"Doc30.txt",3
"Doc31.txt",4
"Doc32.txt",4
"Doc33.txt",4
"Doc34.txt",4
