"filename","topic"
"Doc01.txt",1
"Doc02.txt",1
"Doc03.txt",3
"Doc04.txt",3
"Doc05.txt",2
"Doc06.txt",2
"Doc07.txt",2
"Doc08.txt",3
"Doc09.txt",3
"Doc10.txt",3
"Doc11.txt",7
"Doc12.txt",7
"Doc13.txt",7
"Doc14.txt",7
"Doc15.txt",2
"Doc16.txt",7
"Doc17.txt",7
"Doc18.txt",4
"Doc19.txt",6
"Doc20.txt",6
"Doc21.txt",6
"Doc22.txt",6
"Doc23.txt",5
"Doc24.txt",5
"Doc25.txt",5
"Doc26.txt",1
"Doc27.txt",1
"Doc28.txt",2
"Doc29.txt",5
"Doc30.txt",2
"Doc31.txt",5
"Doc32.txt",2
"Doc33.txt",1
"Doc34.txt",1
