"","filename","topic1ToTopic2","topic2ToTopic3"
"1","Doc01.txt",1.30816831683168,1.51028037383178
"2","Doc02.txt",1.48613138686131,1.38104838709677
"3","Doc03.txt",2.39655172413793,1.70588235294118
"4","Doc04.txt",1.89516129032258,1.02479338842975
"5","Doc05.txt",3.77456647398844,1.40080971659919
"6","Doc06.txt",1.8858075040783,1.60471204188482
"7","Doc07.txt",1.64838709677419,2.27941176470588
"8","Doc08.txt",4.80192307692308,1.64556962025316
"9","Doc09.txt",1.0899689762151,1.46293494704992
"10","Doc10.txt",4.32286995515695,1.47682119205298
"11","Doc11.txt",2.69245283018868,1.91681735985533
"12","Doc12.txt",2.94459833795014,1.66359447004608
"13","Doc13.txt",4.56024096385542,2.10126582278481
"14","Doc14.txt",4.19804400977995,4.64772727272727
"15","Doc15.txt",1.42031523642732,2.46120689655172
"16","Doc16.txt",3.63225806451613,1.27049180327869
"17","Doc17.txt",3.53429602888087,1.53038674033149
"18","Doc18.txt",1.35436241610738,2.35759493670886
"19","Doc19.txt",3.88839681133747,4.46245059288538
"20","Doc20.txt",9.95324675324675,2.2
"21","Doc21.txt",5.81264637002342,3.44354838709677
"22","Doc22.txt",9.09717868338558,1.88757396449704
"23","Doc23.txt",1.71566265060241,2.18421052631579
"24","Doc24.txt",3.20754716981132,1.94852941176471
"25","Doc25.txt",1.42974079126876,2.5363321799308
"26","Doc26.txt",1.40996784565916,1.84569732937686
"27","Doc27.txt",3.38636363636364,2.01142857142857
"28","Doc28.txt",2.85840707964602,1.31395348837209
"29","Doc29.txt",2.25028312570781,1.62316176470588
"30","Doc30.txt",3.40594059405941,1.17441860465116
"31","Doc31.txt",4.24519230769231,1.04522613065327
"32","Doc32.txt",1.47852760736196,1.64231738035264
"33","Doc33.txt",1.29445234708393,1.96368715083799
"34","Doc34.txt",1.75415896487985,1.07128712871287
