"filename","V1","V2","V3","V4","V5","V6"
"Doc01.txt",0.0203333333333333,0.352333333333333,0.0563333333333333,0.269333333333333,0.123333333333333,0.178333333333333
"Doc02.txt",0.0278095238095238,0.188952380952381,0.0312380952380952,0.260952380952381,0.103238095238095,0.387809523809524
"Doc03.txt",0.0452567449956484,0.201914708442124,0.0504786771105309,0.483899042645779,0.118363794604003,0.100087032201915
"Doc04.txt",0.0570987654320988,0.186728395061728,0.112654320987654,0.362654320987654,0.191358024691358,0.0895061728395062
"Doc05.txt",0.041173893999124,0.15155497152869,0.0477441962330267,0.108190976784932,0.572054314498467,0.07928164695576
"Doc06.txt",0.0208333333333333,0.14469696969697,0.0356060606060606,0.23219696969697,0.437878787878788,0.128787878787879
"Doc07.txt",0.0647010647010647,0.111384111384111,0.0524160524160524,0.253890253890254,0.418509418509419,0.0990990990990991
"Doc08.txt",0.0422069666920926,0.132214594457157,0.0544113907958301,0.63488431222985,0.0559369438087974,0.0803457920162726
"Doc09.txt",0.0318869165023011,0.217291255752794,0.0535831689677844,0.317882971729126,0.346482577251808,0.0328731097961867
"Doc10.txt",0.0545229244114003,0.13816604708798,0.0340768277571252,0.59727385377943,0.0935563816604709,0.0824039653035936
"Doc11.txt",0.0507162214479288,0.205187766163376,0.552458381726674,0.021680216802168,0.0629113433991483,0.107046070460705
"Doc12.txt",0.0483792936623125,0.174649250120948,0.514271891630382,0.104983067247218,0.0904692791485244,0.0672472181906144
"Doc13.txt",0.0711711711711712,0.14954954954955,0.681981981981982,0.0279279279279279,0.0225225225225225,0.0468468468468469
"Doc14.txt",0.0335790335790336,0.167485667485668,0.703112203112203,0.0298935298935299,0.0298935298935299,0.036036036036036
"Doc15.txt",0.11525086934923,0.085444610034774,0.402881271733731,0.0183805265772479,0.283656234475907,0.0943864878291108
"Doc16.txt",0.0678379697413372,0.151293313811615,0.54953635919961,0.0619814543679844,0.119082479258175,0.0502684236212787
"Doc17.txt",0.0627450980392157,0.10140056022409,0.548459383753501,0.0492997198879552,0.155182072829132,0.0829131652661065
"Doc18.txt",0.283809523809524,0.120380952380952,0.103238095238095,0.384380952380952,0.0266666666666667,0.0815238095238095
"Doc19.txt",0.68765664160401,0.176848370927318,0.0396303258145363,0.0227130325814536,0.0391604010025063,0.0339912280701754
"Doc20.txt",0.813070231275196,0.0816889454699767,0.0371313388499894,0.0237640568639932,0.0148525355399958,0.0294928920008487
"Doc21.txt",0.742669060442849,0.127767803710353,0.0290245362058648,0.0362058647516457,0.0272292040694195,0.0371035308198683
"Doc22.txt",0.812885154061625,0.0893557422969188,0.0473389355742297,0.0187675070028011,0.00784313725490196,0.0238095238095238
"Doc23.txt",0.0814294083186878,0.243116578793204,0.0867018160515524,0.0603397773872291,0.111306385471588,0.417106033977739
"Doc24.txt",0.0279947916666667,0.553385416666667,0.0768229166666667,0.0885416666666667,0.0807291666666667,0.172526041666667
"Doc25.txt",0.0336900515259612,0.290527150217994,0.086008719778042,0.0598493856520016,0.114546175188268,0.415378517637733
"Doc26.txt",0.0572349858927852,0.250705360741636,0.124949617089883,0.0777912132204756,0.135832325675131,0.353486497380089
"Doc27.txt",0.0305635148042025,0.168099331423114,0.0821394460362942,0.0663801337153773,0.0835721107927412,0.569245463228271
"Doc28.txt",0.0448569218870843,0.0819798917246713,0.065738592420727,0.133023975251353,0.499613302397525,0.174787316318639
"Doc29.txt",0.0401021711366539,0.138952745849298,0.0454661558109834,0.0424010217113665,0.225542784163474,0.507535121328225
"Doc30.txt",0.0366920688681908,0.0976573525261078,0.116285633643805,0.121366073948631,0.485464295794524,0.142534575218741
"Doc31.txt",0.04328165374677,0.134366925064599,0.0820413436692506,0.041343669250646,0.128552971576227,0.570413436692506
"Doc32.txt",0.0352843503528435,0.164798671647987,0.0850975508509755,0.0440016604400166,0.40016604400166,0.270651722706517
"Doc33.txt",0.0241488519398258,0.278305621536025,0.14172604908947,0.0764053840063341,0.119160728424386,0.360253365003959
"Doc34.txt",0.0311697836450312,0.185185185185185,0.184085075174184,0.0531719838650532,0.198386505317198,0.348001466813348
