"filename","topic"
"Doc01.txt",2
"Doc02.txt",5
"Doc03.txt",2
"Doc04.txt",2
"Doc05.txt",5
"Doc06.txt",5
"Doc07.txt",5
"Doc08.txt",2
"Doc09.txt",2
"Doc10.txt",2
"Doc11.txt",1
"Doc12.txt",1
"Doc13.txt",3
"Doc14.txt",3
"Doc15.txt",1
"Doc16.txt",1
"Doc17.txt",1
"Doc18.txt",2
"Doc19.txt",4
"Doc20.txt",4
"Doc21.txt",4
"Doc22.txt",4
"Doc23.txt",3
"Doc24.txt",3
"Doc25.txt",5
"Doc26.txt",5
"Doc27.txt",5
"Doc28.txt",5
"Doc29.txt",5
"Doc30.txt",5
"Doc31.txt",3
"Doc32.txt",5
"Doc33.txt",5
"Doc34.txt",5
