"","filename","topic1ToTopic2","topic2ToTopic3"
"1","Doc01.txt",1.61594202898551,1.81578947368421
"2","Doc02.txt",1.02102102102102,3.14150943396226
"3","Doc03.txt",3.37096774193548,1.10714285714286
"4","Doc04.txt",2.30232558139535,1.04878048780488
"5","Doc05.txt",2.6013986013986,1.1
"6","Doc06.txt",1.44329896907216,2.91
"7","Doc07.txt",1.35074626865672,4.06060606060606
"8","Doc08.txt",6.79850746268657,1.06349206349206
"9","Doc09.txt",1.34493670886076,2.65546218487395
"10","Doc10.txt",5.88524590163934,1.525
"11","Doc11.txt",3.18237082066869,2.28472222222222
"12","Doc12.txt",3.84466019417476,1.35526315789474
"13","Doc13.txt",3.95081967213115,1.56410256410256
"14","Doc14.txt",2.54368932038835,6.05882352941176
"15","Doc15.txt",3.25641025641026,1.625
"16","Doc16.txt",2.92741935483871,1.79710144927536
"17","Doc17.txt",2.5703125,2.32727272727273
"18","Doc18.txt",1.11221122112211,2.48360655737705
"19","Doc19.txt",5.39416058394161,1.88965517241379
"20","Doc20.txt",8.09803921568627,1.88888888888889
"21","Doc21.txt",7.83333333333333,1.8
"22","Doc22.txt",11.9285714285714,1.78723404255319
"23","Doc23.txt",1.32978723404255,3.91666666666667
"24","Doc24.txt",1.8780487804878,1.23
"25","Doc25.txt",2.109375,1.76146788990826
"26","Doc26.txt",2.41614906832298,1.35294117647059
"27","Doc27.txt",3.95959595959596,1.1123595505618
"28","Doc28.txt",3.3943661971831,1.33962264150943
"29","Doc29.txt",4.18518518518519,1.22727272727273
"30","Doc30.txt",1.05833333333333,1.30909090909091
"31","Doc31.txt",1.5398773006135,3.97560975609756
"32","Doc32.txt",3.44285714285714,1.41414141414141
"33","Doc33.txt",1.703125,1.09090909090909
"34","Doc34.txt",1.9492385786802,1.3046357615894
