"","filename","topic1ToTopic2","topic2ToTopic3"
"1","Doc01.txt",1.31581740976645,2.03675675675676
"2","Doc02.txt",1.45219638242894,1.29974811083123
"3","Doc03.txt",1.63343558282209,2.21016949152542
"4","Doc04.txt",4.02185792349727,1.03977272727273
"5","Doc05.txt",2.38640776699029,1.51470588235294
"6","Doc06.txt",3.32570806100218,1.0314606741573
"7","Doc07.txt",4.52770448548813,1.41947565543071
"8","Doc08.txt",2.11931540342298,1.37064343163539
"9","Doc09.txt",2.94444444444444,2.12459016393443
"10","Doc10.txt",2.52956298200514,1.81775700934579
"11","Doc11.txt",1.3534333525678,2.53733528550512
"12","Doc12.txt",3.3018018018018,1.15826086956522
"13","Doc13.txt",7.54230769230769,1.53846153846154
"14","Doc14.txt",11.4825,1.49812734082397
"15","Doc15.txt",1.33305988515176,1.48658536585366
"16","Doc16.txt",2.73518742442564,1.5515947467167
"17","Doc17.txt",2.91645244215938,2.35757575757576
"18","Doc18.txt",3.81229418221734,1.21466666666667
"19","Doc19.txt",2.01693404634581,6.40228245363766
"20","Doc20.txt",9.13721185510428,1.02359550561798
"21","Doc21.txt",5.73958333333333,1.82509505703422
"22","Doc22.txt",8.93986013986014,1.5924276169265
"23","Doc23.txt",3.54434782608696,1.32183908045977
"24","Doc24.txt",1.10682226211849,2.37021276595745
"25","Doc25.txt",1.18739542665923,2.28407643312102
"26","Doc26.txt",1.50587172538392,1.36162361623616
"27","Doc27.txt",3.83423913043478,1.04992867332382
"28","Doc28.txt",2.15721231766613,1.99676375404531
"29","Doc29.txt",4.52337228714524,1.05550660792952
"30","Doc30.txt",1.58882125069175,1.24021962937543
"31","Doc31.txt",7.0030959752322,1.24230769230769
"32","Doc32.txt",2.0178412132025,1.37884378843788
"33","Doc33.txt",3.03636363636364,1.4945652173913
"34","Doc34.txt",2.93194706994329,1.3598971722365
