"filename","V1","V2","V3","V4","V5","V6"
"Doc01.txt",0.0334279407127089,0.335225480920845,0.177231157363608,0.301166824345632,0.0551876379690949,0.097760958688111
"Doc02.txt",0.0277169948942378,0.285922684172137,0.202771699489424,0.350474106491612,0.0397520058351568,0.0933625091174325
"Doc03.txt",0.0565400843881857,0.127426160337553,0.10210970464135,0.264135021097046,0.0362869198312236,0.413502109704641
"Doc04.txt",0.0595238095238095,0.144345238095238,0.113095238095238,0.443452380952381,0.108630952380952,0.130952380952381
"Doc05.txt",0.0585701981050818,0.145133505598622,0.106373815676141,0.534022394487511,0.0844099913867356,0.0714900947459087
"Doc06.txt",0.036207540126913,0.190742814483016,0.149309443822322,0.50093318402389,0.0339678984695782,0.0888391190742814
"Doc07.txt",0.0408805031446541,0.0526729559748428,0.17059748427673,0.609276729559748,0.0479559748427673,0.0786163522012579
"Doc08.txt",0.0363815142576205,0.0880039331366765,0.0828416912487709,0.222222222222222,0.048180924287119,0.522369714847591
"Doc09.txt",0.0292510446801672,0.131468981035037,0.0514304082288653,0.573127611700418,0.0948248151719704,0.119897139183542
"Doc10.txt",0.068821065230401,0.129862357869539,0.0598444045481748,0.190903650508677,0.0329144225014961,0.517654099341711
"Doc11.txt",0.0736208236208236,0.171522921522922,0.120823620823621,0.0398212898212898,0.536324786324786,0.0578865578865579
"Doc12.txt",0.0383867832847425,0.243926141885326,0.0646258503401361,0.0850340136054422,0.439261418853256,0.128765792031098
"Doc13.txt",0.101899827288428,0.03713298791019,0.0397236614853195,0.0267702936096718,0.741796200345423,0.0526770293609672
"Doc14.txt",0.0565749235474006,0.0474006116207951,0.0301987767584098,0.0611620795107034,0.762996941896025,0.0416666666666667
"Doc15.txt",0.133333333333333,0.136318407960199,0.127363184079602,0.128855721393035,0.428855721393035,0.045273631840796
"Doc16.txt",0.0709645177411294,0.210394802598701,0.0604697651174413,0.087456271864068,0.459270364817591,0.111444277861069
"Doc17.txt",0.0636172450052576,0.112513144058885,0.0620399579390116,0.0904311251314406,0.554153522607781,0.117245005257624
"Doc18.txt",0.177607585703866,0.074762946754194,0.0572574762946754,0.0299051787016776,0.0769511305616338,0.583515681983953
"Doc19.txt",0.655167394468705,0.0582241630276565,0.0647743813682678,0.0272197962154294,0.0944687045123726,0.100145560407569
"Doc20.txt",0.771229793329241,0.0437896459995907,0.025987313280131,0.0186208307755269,0.0450173930836914,0.0953550235318191
"Doc21.txt",0.704867006225241,0.0656479909451047,0.0529145444255801,0.0384833050367855,0.0384833050367855,0.0996038483305037
"Doc22.txt",0.789138265447492,0.0302022720975339,0.029371016902189,0.0102521474092546,0.0509836519811582,0.0900526461623718
"Doc23.txt",0.079954954954955,0.120495495495495,0.588400900900901,0.0394144144144144,0.0850225225225225,0.0867117117117117
"Doc24.txt",0.0474406991260924,0.17103620474407,0.498751560549313,0.103620474406991,0.0998751560549313,0.0792759051186017
"Doc25.txt",0.0597412480974125,0.331430745814307,0.349695585996956,0.113394216133942,0.0882800608828006,0.0574581430745814
"Doc26.txt",0.0515737580583997,0.20515737580584,0.333712552142586,0.101630640879788,0.151687523701176,0.156238149412211
"Doc27.txt",0.0374942844078647,0.247370827617741,0.472336534064929,0.0909922267946959,0.0923639689071788,0.0594421582075903
"Doc28.txt",0.0499627143922446,0.0991797166293811,0.43027591349739,0.206562266964952,0.0633855331841909,0.150633855331842
"Doc29.txt",0.0303682448589192,0.114299378287901,0.519607843137255,0.21975131516021,0.0741272118603539,0.0418460066953611
"Doc30.txt",0.0213052858683927,0.143473570658037,0.175026968716289,0.280204962243797,0.235706580366775,0.14428263214671
"Doc31.txt",0.0624219725343321,0.0755305867665418,0.566167290886392,0.112983770287141,0.122347066167291,0.0605493133583021
"Doc32.txt",0.0240916271721959,0.107030015797788,0.398499210110584,0.313191153238547,0.0939968404423381,0.0631911532385466
"Doc33.txt",0.0265358051617594,0.56415848782261,0.182479098509633,0.049436568520538,0.0876045074518357,0.0897855325336241
"Doc34.txt",0.0506238859180036,0.597147950089127,0.0623885918003565,0.131907308377897,0.123351158645276,0.0345811051693405
