"","filename","topic1ToTopic2","topic2ToTopic3"
"1","Doc01.txt",1.1130890052356,1.69928825622776
"2","Doc02.txt",1.22576530612245,1.41007194244604
"3","Doc03.txt",1.56549520766773,2.07284768211921
"4","Doc04.txt",3.07216494845361,1.10227272727273
"5","Doc05.txt",3.67952522255193,1.36437246963563
"6","Doc06.txt",2.62622309197652,1.2775
"7","Doc07.txt",3.57142857142857,2.17
"8","Doc08.txt",2.35066371681416,2.52513966480447
"9","Doc09.txt",4.35941320293399,1.09651474530831
"10","Doc10.txt",2.7115987460815,1.47004608294931
"11","Doc11.txt",3.12684031710079,1.41961414790997
"12","Doc12.txt",1.800796812749,1.89433962264151
"13","Doc13.txt",7.27966101694915,1.9344262295082
"14","Doc14.txt",12.475,1.08108108108108
"15","Doc15.txt",3.14598540145985,1.02238805970149
"16","Doc16.txt",2.18289786223278,1.88789237668161
"17","Doc17.txt",4.72645739910314,1.04205607476636
"18","Doc18.txt",3.28542094455852,2.30805687203791
"19","Doc19.txt",6.5421511627907,1.06009244992296
"20","Doc20.txt",8.08798283261802,2.11818181818182
"21","Doc21.txt",7.07670454545455,1.51724137931034
"22","Doc22.txt",8.76307692307692,1.76630434782609
"23","Doc23.txt",4.88317757009346,1.38961038961039
"24","Doc24.txt",2.91605839416058,1.65060240963855
"25","Doc25.txt",1.05510907003444,2.92281879194631
"26","Doc26.txt",1.62661737523105,1.3131067961165
"27","Doc27.txt",1.909426987061,2.67821782178218
"28","Doc28.txt",2.08303249097473,1.37128712871287
"29","Doc29.txt",2.36452665941241,1.92259414225941
"30","Doc30.txt",1.18878718535469,1.34668721109399
"31","Doc31.txt",4.62755102040816,1.0828729281768
"32","Doc32.txt",1.27238335435057,2.92619926199262
"33","Doc33.txt",3.09163346613546,2.03238866396761
"34","Doc34.txt",4.52702702702703,1.06936416184971
