"filename","topic"
"Doc01.txt",7
"Doc02.txt",7
"Doc03.txt",7
"Doc04.txt",7
"Doc05.txt",2
"Doc06.txt",7
"Doc07.txt",2
"Doc08.txt",7
"Doc09.txt",2
"Doc10.txt",7
"Doc11.txt",4
"Doc12.txt",4
"Doc13.txt",4
"Doc14.txt",4
"Doc15.txt",8
"Doc16.txt",4
"Doc17.txt",4
"Doc18.txt",3
"Doc19.txt",6
"Doc20.txt",6
"Doc21.txt",6
"Doc22.txt",6
"Doc23.txt",5
"Doc24.txt",3
"Doc25.txt",5
"Doc26.txt",5
"Doc27.txt",5
"Doc28.txt",2
"Doc29.txt",5
"Doc30.txt",8
"Doc31.txt",8
"Doc32.txt",2
"Doc33.txt",1
"Doc34.txt",1
