"","V4","V3","V6","V3.1","V1","V2","V2.1","V6.1","V1.1","V4.1","V2.2","V4.2","V1.2","V5","V5.1","V1.3","V5.2","V3.2","V5.3","V1.4","V2.3","V2.4","V3.3","V6.2","V1.5","V6.3","V6.4","V1.6","V4.3","V1.7"
"1",1.18891687657431,1,1.01425178147268,1.32981927710843,1.34285714285714,1.03351955307263,1.40993788819876,1.12313432835821,2.44710860366714,2.21436343852013,1.88125,1.38278931750742,1.83402489626556,1,1.88669950738916,1.3163097199341,1.1510067114094,1.86931818181818,2.59677419354839,1.11086956521739,1.5850622406639,1.15865384615385,1.6,1.13740458015267,1.0945558739255,2.09923664122137,1.65597667638484,1.36758893280632,2.19021739130435,1.47844827586207
