"","V6","V6.1","V1","V1.1","V4","V5","V3","V1.2","V3.1","V3.2","V6.2","V5.1","V5.2","V2","V2.1","V5.3","V1.3","V5.4","V3.3","V6.3","V1.4","V3.4","V4.1","V3.5","V5.5","V1.5","V2.2","V6.4","V1.6","V2.3"
"1",8.23305084745763,1.06521739130435,3.86651053864169,2.62061155152888,7.64285714285714,3.65135135135135,2.2488986784141,4.29900332225914,1.60691642651297,2.82211302211302,2.17607973421927,1.16094420600858,2.49321266968326,3.90501319261214,1.18407310704961,2.61827284105131,3.5801749271137,1.6063829787234,1.13416149068323,3.42465753424658,3.31675392670157,5.28215767634855,1,4.88590604026846,3.72513089005236,2.38,5.7693661971831,7.65028901734104,2.07940446650124,4.24489795918367
