date,industry,location,monthly_mean
2013-10-01,6,1,22440660.66175
2013-10-01,7,1,204259.48899285714
2013-10-01,7,2,225334.61463222222
2013-10-01,7,3,603917.7287666666
2013-10-01,7,4,503113.90874999994
2013-10-01,7,5,511157.81941
2013-10-01,7,6,164207.65435
2013-10-01,7,7,329058.55085777777
2013-10-01,7,8,249127.342
2013-10-01,7,9,626806.17608
2013-10-01,7,10,420290.08755
2013-10-01,8,1,872932.4723799999
2013-10-01,8,2,369030.47651999997
2013-10-01,8,3,875817.5053000001
2013-10-01,8,4,365633.06090000004
2013-10-01,8,5,865094.1584000001
2013-10-01,8,6,233298.02245000002
2013-10-01,8,7,863057.1213
2013-10-01,8,8,500065.30864
2013-10-01,8,9,330820.59545583336
2013-10-01,8,10,167472.80795
2013-10-01,9,1,207781.48864
2013-10-01,9,2,627149.6015816
2013-10-01,9,3,621485.2909066667
2013-10-01,9,4,2311207.3887
2013-10-01,9,5,69322.36978
2013-10-01,9,7,712929.1322
2013-10-01,9,9,293581.9069
2013-10-01,10,2,262189.16603333334
2013-10-01,10,3,78059.56016
2013-10-01,10,4,82486.63362
2013-10-01,10,5,131772.70029
2013-10-01,10,7,347322.78205000004
2013-10-01,10,8,19358444.4626
2013-10-01,10,9,85195.94122
2013-11-01,1,1,158582.08135480518
2013-11-01,1,2,181307.15062492646
2013-11-01,1,3,153232.34288698412
2013-11-01,1,4,251210.37517920355
2013-11-01,1,5,183499.58402153847
2013-11-01,1,6,119233.33652826087
2013-11-01,1,7,182362.9347477193
2013-11-01,1,8,142033.04348958333
2013-11-01,1,9,197967.1077425
2013-11-01,1,10,215825.51307942029
2013-11-01,2,1,471129.02170226804
2013-11-01,2,2,324779.20205625
2013-11-01,2,3,267145.9120684211
2013-11-01,2,4,408011.50454
2013-11-01,2,5,350362.15194666665
2013-11-01,2,6,281168.3319283333
2013-11-01,2,7,368884.13645391306
2013-11-01,2,8,353022.44137
2013-11-01,2,9,375166.7710271429
2013-11-01,2,10,233825.120429
2013-11-01,3,1,675910.6266335897
2013-11-01,3,2,558125.981892069
2013-11-01,3,3,522204.84544999996
2013-11-01,3,4,588965.85905
2013-11-01,3,5,363178.6431
2013-11-01,3,7,495032.2338666667
2013-11-01,3,9,593377.89795
2013-11-01,4,1,247531.60278000002
2013-11-01,4,2,186588.04130052633
2013-11-01,4,3,264430.320875
2013-11-01,4,4,246615.60321166666
2013-11-01,4,5,304132.5729824
2013-11-01,4,6,579232.4235
2013-11-01,4,7,409565.4495975
2013-11-01,4,8,166641.028960625
2013-11-01,4,9,186852.351166
2013-11-01,4,10,306565.59324444446
2013-11-01,5,1,687695.3026153846
2013-11-01,5,2,292308.37265
2013-11-01,5,3,328711.4018
2013-11-01,5,4,541620.9358285714
2013-11-01,5,5,203204.23143333333
2013-11-01,5,6,633694.949975
2013-11-01,5,7,291617.63063333335
2013-11-01,5,8,537977.336025
2013-11-01,5,9,659699.7543666667
2013-11-01,5,10,605619.381
2013-11-01,6,1,18747030.765296668
2013-11-01,7,1,261915.79307058823
2013-11-01,7,2,260951.6623611111
2013-11-01,7,3,533748.904
2013-11-01,7,4,444923.08415
2013-11-01,7,5,517312.1497957143
2013-11-01,7,6,161263.24815
2013-11-01,7,7,303929.7349733333
2013-11-01,7,8,260098.30386666665
2013-11-01,7,9,590003.3946799999
2013-11-01,7,10,459095.1969
2013-11-01,8,1,798766.08441
2013-11-01,8,2,382439.5368285714
2013-11-01,8,3,843633.2392500001
2013-11-01,8,4,353150.85
2013-11-01,8,5,587083.3264133333
2013-11-01,8,6,252744.52656
2013-11-01,8,7,1023353.482
2013-11-01,8,8,503904.7282833333
2013-11-01,8,9,333695.85106923076
2013-11-01,8,10,179236.508775
2013-11-01,9,1,178623.725742
2013-11-01,9,2,737921.952308
2013-11-01,9,3,589746.5354333334
2013-11-01,9,4,572763.4496
2013-11-01,9,5,64841.05211
2013-11-01,9,6,105345.2733
2013-11-01,9,7,874368.2748
2013-11-01,9,9,708692.2038
2013-11-01,10,2,288912.6619666667
2013-11-01,10,3,82638.09161
2013-11-01,10,4,69648.2706
2013-11-01,10,5,151008.663245
2013-11-01,10,7,322295.4382
2013-11-01,10,8,19687993.23808
2013-11-01,10,9,103840.2744
2013-12-01,1,1,142600.88551986843
2013-12-01,1,2,175825.57842022387
2013-12-01,1,3,142079.27335459017
2013-12-01,1,4,223363.08050269232
2013-12-01,1,5,158786.7072042424
2013-12-01,1,6,117649.11851876405
2013-12-01,1,7,161435.23994338984
2013-12-01,1,8,124506.4856992
2013-12-01,1,9,167012.515016
2013-12-01,1,10,187516.52748059703
2013-12-01,2,1,489721.86041549017
2013-12-01,2,2,367147.4438861111
2013-12-01,2,3,286879.4770631579
2013-12-01,2,4,487652.28612666664
2013-12-01,2,5,434508.33122
2013-12-01,2,6,324122.4384958333
2013-12-01,2,7,410842.630275
2013-12-01,2,8,378400.36449
2013-12-01,2,9,416057.90417588234
2013-12-01,2,10,254592.47236545454
2013-12-01,3,1,737650.6065290244
2013-12-01,3,2,733867.3358890322
2013-12-01,3,3,670034.3748999999
2013-12-01,3,4,799515.2162636364
2013-12-01,3,5,362453.50769999996
2013-12-01,3,7,578969.1543666667
2013-12-01,3,8,125138.9936
2013-12-01,3,9,890221.7165999999
2013-12-01,4,1,335867.41546444444
2013-12-01,4,2,233233.241495
2013-12-01,4,3,337819.35942
2013-12-01,4,4,361625.14623
2013-12-01,4,5,441791.3412923077
2013-12-01,4,6,762254.4019500001
2013-12-01,4,7,421310.4998573333
2013-12-01,4,8,233206.721215625
2013-12-01,4,9,241942.697629
2013-12-01,4,10,327605.022998
2013-12-01,5,1,705442.4937923077
2013-12-01,5,2,281049.61321333336
2013-12-01,5,3,358768.9413
2013-12-01,5,4,574091.2681285714
2013-12-01,5,5,202351.7923
2013-12-01,5,6,607027.20965
2013-12-01,5,7,317785.7645
2013-12-01,5,8,583859.319875
2013-12-01,5,9,652713.6303972728
2013-12-01,5,10,667466.791
2013-12-01,6,1,26939153.603800002
2013-12-01,7,1,250683.34299941178
2013-12-01,7,2,342500.20485
2013-12-01,7,3,442172.9683866667
2013-12-01,7,4,396652.225575
2013-12-01,7,5,378433.985264
2013-12-01,7,6,139642.1606
2013-12-01,7,7,253943.86196777778
2013-12-01,7,8,216840.07963333334
2013-12-01,7,9,585281.0989999999
2013-12-01,7,10,379067.3603
2013-12-01,8,1,1370353.3874
2013-12-01,8,2,722887.7644714286
2013-12-01,8,3,1364408.5646000002
2013-12-01,8,4,467835.3551166667
2013-12-01,8,5,884069.3526499999
2013-12-01,8,6,472838.33992000006
2013-12-01,8,7,1285614.941
2013-12-01,8,8,1093709.2017166666
2013-12-01,8,9,506539.45831076923
2013-12-01,8,10,303466.41572499997
2013-12-01,9,1,226217.86150166666
2013-12-01,9,2,958683.9432107692
2013-12-01,9,3,1051431.8253
2013-12-01,9,4,1042102.481
2013-12-01,9,5,65731.50895
2013-12-01,9,7,1035532.3255
2013-12-01,9,9,1067892.776
2013-12-01,10,2,506494.9019
2013-12-01,10,3,66595.1582
2013-12-01,10,4,72478.55103
2013-12-01,10,5,158674.49518571427
2013-12-01,10,7,371028.8848
2013-12-01,10,8,26225418.385560002
2013-12-01,10,9,91747.82993
2014-01-01,1,1,143201.95340246754
2014-01-01,1,2,172011.4119442647
2014-01-01,1,3,147002.26324918034
2014-01-01,1,4,216725.41007504854
2014-01-01,1,5,179513.37566113207
2014-01-01,1,6,115912.37545893616
2014-01-01,1,7,177278.73057152543
2014-01-01,1,8,133623.5741026923
2014-01-01,1,9,181280.07666416667
2014-01-01,1,10,194953.60945985714
2014-01-01,2,1,419491.4806707143
2014-01-01,2,2,304360.7618576389
2014-01-01,2,3,291030.586794375
2014-01-01,2,4,425170.2555294118
2014-01-01,2,5,437727.7006916667
2014-01-01,2,6,289502.5269609091
2014-01-01,2,7,368992.4056877778
2014-01-01,2,8,362791.021945
2014-01-01,2,9,445010.8705694118
2014-01-01,2,10,156338.95214727274
2014-01-01,3,1,541548.3062658537
2014-01-01,3,2,512078.40252687497
2014-01-01,3,3,570067.7473166666
2014-01-01,3,4,667738.93632
2014-01-01,3,5,390328.76985000004
2014-01-01,3,7,335701.92998333334
2014-01-01,3,8,257521.6954
2014-01-01,3,9,836947.14305
2014-01-01,4,1,261884.41983529413
2014-01-01,4,2,169697.37026764706
2014-01-01,4,3,227727.85731999998
2014-01-01,4,4,232847.32603999999
2014-01-01,4,5,331220.19416538463
2014-01-01,4,6,572927.1258
2014-01-01,4,7,375465.07316933334
2014-01-01,4,8,187566.36546875
2014-01-01,4,9,191665.69731111111
2014-01-01,4,10,242431.19454444444
2014-01-01,5,1,625447.4465
2014-01-01,5,2,311866.11852
2014-01-01,5,3,329281.6194
2014-01-01,5,4,529691.0511428572
2014-01-01,5,5,212464.5406
2014-01-01,5,6,483108.27063
2014-01-01,5,7,267133.4871
2014-01-01,5,8,456258.161318
2014-01-01,5,9,614396.1273818181
2014-01-01,5,10,591731.9416
2014-01-01,6,1,23435678.05516
2014-01-01,7,1,230454.3425
2014-01-01,7,2,217599.871303
2014-01-01,7,3,515114.60342666664
2014-01-01,7,4,468327.589525
2014-01-01,7,5,489118.87363600003
2014-01-01,7,6,153297.2354
2014-01-01,7,7,296667.09591888887
2014-01-01,7,8,261498.63700000002
2014-01-01,7,9,605832.525472
2014-01-01,7,10,420519.04075000004
2014-01-01,8,1,935949.5448
2014-01-01,8,2,437470.27267142857
2014-01-01,8,3,875175.13965
2014-01-01,8,4,406460.7473333333
2014-01-01,8,5,594701.8972625
2014-01-01,8,6,190145.657545
2014-01-01,8,7,944769.6739
2014-01-01,8,8,581900.05195
2014-01-01,8,9,362354.91855615383
2014-01-01,8,10,189384.2787
2014-01-01,9,1,175155.92169
2014-01-01,9,2,525275.5672976
2014-01-01,9,3,439671.0082433333
2014-01-01,9,4,440811.9917
2014-01-01,9,5,65634.24679
2014-01-01,9,7,628992.8569
2014-01-01,9,9,477982.2984
2014-01-01,10,2,170982.604885
2014-01-01,10,4,86328.24695
2014-01-01,10,5,147206.40643
2014-01-01,10,7,313840.6468
2014-01-01,10,8,18309212.49825
2014-01-01,10,9,89909.04284
2014-02-01,1,1,163401.761767375
2014-02-01,1,2,171789.72103055174
2014-02-01,1,3,165389.37830333333
2014-02-01,1,4,244407.72524320387
2014-02-01,1,5,190666.71738093457
2014-02-01,1,6,117811.43350969387
2014-02-01,1,7,174874.13934114753
2014-02-01,1,8,137785.2924136
2014-02-01,1,9,192923.10106791666
2014-02-01,1,10,213287.96349746478
2014-02-01,2,1,428641.1915152525
2014-02-01,2,2,302563.9069552
2014-02-01,2,3,259963.10259
2014-02-01,2,4,347771.6396705263
2014-02-01,2,5,301294.8790542857
2014-02-01,2,6,267003.3041981818
2014-02-01,2,7,329264.1301760714
2014-02-01,2,8,303499.9252225
2014-02-01,2,9,341821.1794852941
2014-02-01,2,10,233574.89405818182
2014-02-01,3,1,516891.9986129545
2014-02-01,3,2,523175.9061275757
2014-02-01,3,3,500722.80398333335
2014-02-01,3,4,554202.7327333334
2014-02-01,3,5,236826.42097333333
2014-02-01,3,7,368352.542325
2014-02-01,3,8,231317.9633
2014-02-01,3,9,576404.3448000001
2014-02-01,4,1,265781.1227770588
2014-02-01,4,2,180441.73291
2014-02-01,4,3,219753.6184
2014-02-01,4,4,220716.68576000002
2014-02-01,4,5,286120.170868
2014-02-01,4,6,555847.9875
2014-02-01,4,7,390925.646795
2014-02-01,4,8,173743.973136875
2014-02-01,4,9,180861.757037
2014-02-01,4,10,236736.980106
2014-02-01,5,1,627055.6071769231
2014-02-01,5,2,314004.61824
2014-02-01,5,3,307660.2899
2014-02-01,5,4,539394.2337857143
2014-02-01,5,5,204692.2618
2014-02-01,5,6,461748.86133727274
2014-02-01,5,7,279658.30466666666
2014-02-01,5,8,500783.88728
2014-02-01,5,9,592027.4232181818
2014-02-01,5,10,578504.9654
2014-02-01,6,1,18114977.93198
2014-02-01,7,1,241598.97571187498
2014-02-01,7,2,192253.77634454545
2014-02-01,7,3,504196.0793
2014-02-01,7,4,346804.418332
2014-02-01,7,5,491494.712389
2014-02-01,7,6,144937.1415
2014-02-01,7,7,299073.74561555556
2014-02-01,7,8,273771.8149333333
2014-02-01,7,9,578000.46039
2014-02-01,7,10,431485.17975
2014-02-01,8,1,1606092.206
2014-02-01,8,2,462326.54712857143
2014-02-01,8,3,764081.0676500001
2014-02-01,8,4,388159.94468333333
2014-02-01,8,5,272448.030164
2014-02-01,8,6,184766.64884500002
2014-02-01,8,7,842126.4499
2014-02-01,8,8,368115.53636666667
2014-02-01,8,9,313555.3859564286
2014-02-01,8,10,154874.48404
2014-02-01,9,1,204741.79937999998
2014-02-01,9,2,542661.0812688462
2014-02-01,9,3,606004.1552
2014-02-01,9,4,506260.9565
2014-02-01,9,5,64001.50064
2014-02-01,9,7,676440.3865
2014-02-01,9,9,473441.3653
2014-02-01,10,2,204259.43713333333
2014-02-01,10,4,77574.41071
2014-02-01,10,5,117444.75841166667
2014-02-01,10,7,351528.281665
2014-02-01,10,8,17515984.18352
2014-02-01,10,9,108939.4246
2014-03-01,1,1,171897.33396355264
2014-03-01,1,2,169098.7076889041
2014-03-01,1,3,176219.36814539682
2014-03-01,1,4,250169.3430232381
2014-03-01,1,5,187575.61674908258
2014-03-01,1,6,120448.65053617647
2014-03-01,1,7,187386.34795932204
2014-03-01,1,8,132642.74843214286
2014-03-01,1,9,186236.42902714285
2014-03-01,1,10,223328.5925049315
2014-03-01,2,1,438185.65215504763
2014-03-01,2,2,340207.81792292686
2014-03-01,2,3,292949.8252629412
2014-03-01,2,4,376391.2041025
2014-03-01,2,5,363074.3806066667
2014-03-01,2,6,291369.2477809091
2014-03-01,2,7,394041.76127703703
2014-03-01,2,8,327443.36459
2014-03-01,2,9,364616.2870470588
2014-03-01,2,10,243679.51298545455
2014-03-01,3,1,536196.3996056
2014-03-01,3,2,541459.768913889
2014-03-01,3,3,516841.4687142857
2014-03-01,3,4,625214.50437
2014-03-01,3,5,386168.1431
2014-03-01,3,6,184026.5854
2014-03-01,3,7,349718.847436
2014-03-01,3,8,228930.5402
2014-03-01,3,9,663635.94425
2014-03-01,4,1,293111.5559764706
2014-03-01,4,2,200852.43973578946
2014-03-01,4,3,241641.04946
2014-03-01,4,4,253302.67099583332
2014-03-01,4,5,297433.40416037035
2014-03-01,4,6,632347.57875
2014-03-01,4,7,430488.72954375
2014-03-01,4,8,179845.45116529413
2014-03-01,4,9,193033.840387
2014-03-01,4,10,253090.39756
2014-03-01,5,1,709560.6993615385
2014-03-01,5,2,322503.4838371429
2014-03-01,5,3,375322.2833
2014-03-01,5,4,566905.5232428572
2014-03-01,5,5,229213.60053333332
2014-03-01,5,6,507244.1181727273
2014-03-01,5,7,306257.3759666667
2014-03-01,5,8,539145.81506
2014-03-01,5,9,646742.8335181818
2014-03-01,5,10,690202.861
2014-03-01,6,1,20350919.90346
2014-03-01,7,1,241278.68144529412
2014-03-01,7,2,212490.08126181818
2014-03-01,7,3,533693.8855333333
2014-03-01,7,4,368939.74688
2014-03-01,7,5,497747.875553
2014-03-01,7,6,163315.69744999998
2014-03-01,7,7,297640.405156
2014-03-01,7,8,247164.87230000002
2014-03-01,7,9,631622.269124
2014-03-01,7,10,462091.9843
2014-03-01,8,1,1586501.478
2014-03-01,8,2,506689.18651428574
2014-03-01,8,3,779163.5009999999
2014-03-01,8,4,362901.7846166667
2014-03-01,8,5,364554.26147583337
2014-03-01,8,6,218349.38510333333
2014-03-01,8,7,1076289.743
2014-03-01,8,8,302499.4193933333
2014-03-01,8,9,338055.04032333335
2014-03-01,8,10,396890.0073
2014-03-01,9,1,244416.9623
2014-03-01,9,2,675089.556364
2014-03-01,9,3,542298.2477266666
2014-03-01,9,4,459728.4413
2014-03-01,9,7,818752.3691
2014-03-01,9,9,606159.6457
2014-03-01,10,2,275754.1645
2014-03-01,10,4,81194.15986
2014-03-01,10,5,124019.71264
2014-03-01,10,7,602850.7967
2014-03-01,10,8,19575085.810395
2014-03-01,10,9,94399.55446
2014-04-01,1,1,149094.82871544303
2014-04-01,1,2,166953.84455067114
2014-04-01,1,3,156956.85467119404
2014-04-01,1,4,222216.99921971155
2014-04-01,1,5,176457.02484019048
2014-04-01,1,6,116914.85603570094
2014-04-01,1,7,181707.88886847458
2014-04-01,1,8,126156.77263178572
2014-04-01,1,9,178167.5427
2014-04-01,1,10,212075.18972043478
2014-04-01,2,1,416619.31297462265
2014-04-01,2,2,329220.01244518074
2014-04-01,2,3,264659.41015875
2014-04-01,2,4,361292.34325944446
2014-04-01,2,5,342451.98716
2014-04-01,2,6,287016.75077545457
2014-04-01,2,7,369109.85817464284
2014-04-01,2,8,326604.962355
2014-04-01,2,9,349432.6263022222
2014-04-01,2,10,224612.20519416666
2014-04-01,3,1,476217.76854490564
2014-04-01,3,2,620896.2983369444
2014-04-01,3,3,474249.5062125
2014-04-01,3,4,608695.9459583333
2014-04-01,3,5,371892.8163333333
2014-04-01,3,6,594530.5755
2014-04-01,3,7,348236.39794
2014-04-01,3,8,242043.1244
2014-04-01,3,9,634921.3484
2014-04-01,4,1,265795.93267058826
2014-04-01,4,2,191424.92106333334
2014-04-01,4,3,223072.81296
2014-04-01,4,4,222799.5522858333
2014-04-01,4,5,304660.817784
2014-04-01,4,6,502428.150055
2014-04-01,4,7,387699.268030625
2014-04-01,4,8,171471.31591705882
2014-04-01,4,9,173620.381247
2014-04-01,4,10,237510.16588
2014-04-01,5,1,668832.4142615384
2014-04-01,5,2,310015.20149125
2014-04-01,5,3,350194.8707
2014-04-01,5,4,405589.4283977778
2014-04-01,5,5,210388.19513333336
2014-04-01,5,6,487858.3710090909
2014-04-01,5,7,286931.33666666667
2014-04-01,5,8,531915.2493799999
2014-04-01,5,9,642866.8683363636
2014-04-01,5,10,655869.6576
2014-04-01,6,1,22550956.73352
2014-04-01,7,1,195739.2284785
2014-04-01,7,2,198783.55559545456
2014-04-01,7,3,463963.4985666667
2014-04-01,7,4,357788.112932
2014-04-01,7,5,459594.340458
2014-04-01,7,6,142930.44415
2014-04-01,7,7,290880.622223
2014-04-01,7,8,203380.69047
2014-04-01,7,9,603926.10008
2014-04-01,7,10,310111.28013333335
2014-04-01,8,1,879020.33368
2014-04-01,8,2,464975.081525
2014-04-01,8,3,845119.1726
2014-04-01,8,4,357107.8956
2014-04-01,8,5,229208.67655
2014-04-01,8,6,555232.3729999999
2014-04-01,8,7,1004637.63
2014-04-01,8,8,406783.4464
2014-04-01,8,9,389431.34821799997
2014-04-01,8,10,424372.28678
2014-04-01,9,1,198360.80176
2014-04-01,9,2,628789.33122
2014-04-01,9,3,727415.3467966667
2014-04-01,9,4,450302.1412
2014-04-01,9,7,726982.498
2014-04-01,9,9,537796.0582
2014-04-01,10,2,238059.19865
2014-04-01,10,4,79277.70821
2014-04-01,10,5,127483.20520333333
2014-04-01,10,7,558891.6882
2014-04-01,10,8,18067625.174544998
2014-04-01,10,9,88196.06751
2014-05-01,1,1,169036.43393551282
2014-05-01,1,2,178702.54495651898
2014-05-01,1,3,179085.32389560607
2014-05-01,1,4,267675.97076304763
2014-05-01,1,5,196850.44358245455
2014-05-01,1,6,122643.37659870689
2014-05-01,1,7,198253.27288084745
2014-05-01,1,8,135033.14320387098
2014-05-01,1,9,190849.09894903225
2014-05-01,1,10,227292.30437435897
2014-05-01,2,1,484981.2798701887
2014-05-01,2,2,340580.8675941573
2014-05-01,2,3,265117.60812294116
2014-05-01,2,4,316912.6480435294
2014-05-01,2,5,283912.91118625
2014-05-01,2,6,298500.8856823077
2014-05-01,2,7,360806.7632835714
2014-05-01,2,8,297677.35995
2014-05-01,2,9,314235.20674
2014-05-01,2,10,262424.5659927273
2014-05-01,3,1,577837.1541779629
2014-05-01,3,2,619058.0720351283
2014-05-01,3,3,506158.1598
2014-05-01,3,4,696948.24575
2014-05-01,3,5,384428.5376
2014-05-01,3,6,654321.036
2014-05-01,3,7,369850.7142666667
2014-05-01,3,8,141058.77667666666
2014-05-01,3,9,564798.4529500001
2014-05-01,4,1,306038.93331875
2014-05-01,4,2,196477.72332052633
2014-05-01,4,3,250295.84282
2014-05-01,4,4,255106.35176916668
2014-05-01,4,5,332111.33169296297
2014-05-01,4,6,1043476.635
2014-05-01,4,7,449355.15684999997
2014-05-01,4,8,188253.92277117647
2014-05-01,4,9,216208.34873333332
2014-05-01,4,10,274936.36879
2014-05-01,5,1,729662.3235615385
2014-05-01,5,2,315136.0239263636
2014-05-01,5,3,360641.6492
2014-05-01,5,4,449186.81527
2014-05-01,5,5,237860.4161
2014-05-01,5,6,554892.9729454545
2014-05-01,5,7,339749.68906666664
2014-05-01,5,8,565327.90752
2014-05-01,5,9,662594.2516
2014-05-01,5,10,399710.18895
2014-05-01,6,1,21626632.13574
2014-05-01,7,1,220459.99008277777
2014-05-01,7,2,211755.44185181818
2014-05-01,7,3,527786.1529666666
2014-05-01,7,4,369478.43408
2014-05-01,7,5,479562.4262
2014-05-01,7,6,204166.56226666665
2014-05-01,7,7,309465.078739
2014-05-01,7,8,297517.29839999997
2014-05-01,7,9,644131.073088
2014-05-01,7,10,348550.05956666666
2014-05-01,8,1,1025691.475775
2014-05-01,8,2,482317.4863222222
2014-05-01,8,3,957386.2938000001
2014-05-01,8,4,360013.50985000003
2014-05-01,8,5,247649.48067636363
2014-05-01,8,6,480637.5553333333
2014-05-01,8,7,657461.4666
2014-05-01,8,8,343725.02579
2014-05-01,8,9,390065.3458806667
2014-05-01,8,10,350587.49046
2014-05-01,9,1,190257.18411571428
2014-05-01,9,2,741183.776736
2014-05-01,9,3,604658.03406
2014-05-01,9,4,631191.1027
2014-05-01,9,7,879239.85095
2014-05-01,9,9,583026.1074
2014-05-01,10,2,234740.50255
2014-05-01,10,4,81892.41506
2014-05-01,10,5,132748.98332166666
2014-05-01,10,7,412758.9237
2014-05-01,10,8,20921144.002445
2014-05-01,10,9,91118.77119
2014-06-01,1,1,159646.2696351948
2014-06-01,1,2,174202.64662408805
2014-06-01,1,3,168573.1224883077
2014-06-01,1,4,236006.08014584906
2014-06-01,1,5,180017.1308075926
2014-06-01,1,6,112792.52647109244
2014-06-01,1,7,190177.33655672413
2014-06-01,1,8,121994.21190354839
2014-06-01,1,9,171989.5903221875
2014-06-01,1,10,235523.74066818182
2014-06-01,2,1,445489.53766037035
2014-06-01,2,2,331187.3204730337
2014-06-01,2,3,257093.74456277778
2014-06-01,2,4,272492.20886117645
2014-06-01,2,5,294486.22378714284
2014-06-01,2,6,283459.7264823077
2014-06-01,2,7,334101.8294522222
2014-06-01,2,8,324921.9882775
2014-06-01,2,9,268624.70886523806
2014-06-01,2,10,197280.50741
2014-06-01,3,1,528973.2639769091
2014-06-01,3,2,564416.3067544445
2014-06-01,3,3,479276.41135
2014-06-01,3,4,574310.5953276923
2014-06-01,3,5,270796.177545
2014-06-01,3,6,632610.40435
2014-06-01,3,7,345444.3400833333
2014-06-01,3,8,282427.0502333333
2014-06-01,3,9,521501.79165
2014-06-01,3,10,792115.2156
2014-06-01,4,1,278388.414525
2014-06-01,4,2,203679.16809111112
2014-06-01,4,3,217838.16358
2014-06-01,4,4,223685.34359833333
2014-06-01,4,5,309190.9517
2014-06-01,4,6,900640.7195
2014-06-01,4,7,394285.53721875
2014-06-01,4,8,169148.3215452941
2014-06-01,4,9,180161.11141399998
2014-06-01,4,10,236546.3511
2014-06-01,5,1,654345.6107214286
2014-06-01,5,2,360188.48091166664
2014-06-01,5,3,372691.1725
2014-06-01,5,4,419116.9127818182
2014-06-01,5,5,219724.62043333333
2014-06-01,5,6,520084.86103636364
2014-06-01,5,7,328888.4254333333
2014-06-01,5,8,536332.34498
2014-06-01,5,9,644047.4972636363
2014-06-01,5,10,398544.2528
2014-06-01,6,1,22274434.08582
2014-06-01,7,1,214419.83796777777
2014-06-01,7,2,203980.45765666667
2014-06-01,7,3,469612.97832
2014-06-01,7,4,327004.57998333336
2014-06-01,7,5,460943.9961181818
2014-06-01,7,6,239989.34443333332
2014-06-01,7,7,283893.565197
2014-06-01,7,8,284083.65225
2014-06-01,7,9,598915.91812
2014-06-01,7,10,391398.36326666665
2014-06-01,8,1,959925.73145
2014-06-01,8,2,521846.19862222223
2014-06-01,8,3,905326.9651500001
2014-06-01,8,4,342407.583225
2014-06-01,8,5,248326.72766833333
2014-06-01,8,6,522499.64007666666
2014-06-01,8,7,777417.5485
2014-06-01,8,8,347149.6053883334
2014-06-01,8,9,392684.56372142857
2014-06-01,8,10,399688.18642
2014-06-01,9,1,202058.33988428573
2014-06-01,9,2,687920.066832
2014-06-01,9,3,525238.5296266667
2014-06-01,9,4,505082.294
2014-06-01,9,7,816177.05125
2014-06-01,9,9,585689.784
2014-06-01,10,2,268010.7176
2014-06-01,10,4,81372.95771
2014-06-01,10,5,124687.079425
2014-06-01,10,7,414829.9787
2014-06-01,10,8,19695218.80205
2014-06-01,10,9,95817.35607
2014-07-01,1,1,161244.05849197676
2014-07-01,1,2,186760.7641323125
2014-07-01,1,3,172192.65038086957
2014-07-01,1,4,232584.3162414679
2014-07-01,1,5,194434.37721445455
2014-07-01,1,6,119982.65139232
2014-07-01,1,7,197303.31418435482
2014-07-01,1,8,134068.680806
2014-07-01,1,9,196805.71389096775
2014-07-01,1,10,243781.89955580246
2014-07-01,2,1,456027.68220965215
2014-07-01,2,2,345024.76180655917
2014-07-01,2,3,250124.3323605
2014-07-01,2,4,281263.536540625
2014-07-01,2,5,328288.8955814286
2014-07-01,2,6,259147.441246
2014-07-01,2,7,364867.272235
2014-07-01,2,8,323268.84612
2014-07-01,2,9,230096.72462347825
2014-07-01,2,10,202038.2367875
2014-07-01,3,1,523865.0849764286
2014-07-01,3,2,522109.69108980394
2014-07-01,3,3,445124.2323777778
2014-07-01,3,4,573431.6253461539
2014-07-01,3,5,319479.54142749996
2014-07-01,3,6,667453.48395
2014-07-01,3,7,365148.7340816666
2014-07-01,3,8,297938.2999666667
2014-07-01,3,9,377887.76226333337
2014-07-01,3,10,829275.6508
2014-07-01,4,1,273495.3570572222
2014-07-01,4,2,189466.68285631578
2014-07-01,4,3,223266.74693999998
2014-07-01,4,4,212498.17850384617
2014-07-01,4,5,324885.58941923076
2014-07-01,4,6,977040.242
2014-07-01,4,7,433271.00194375
2014-07-01,4,8,179858.33940125
2014-07-01,4,9,184550.242953
2014-07-01,4,10,254075.64385999998
2014-07-01,5,1,586833.7485312499
2014-07-01,5,2,377757.16123846156
2014-07-01,5,3,291915.1916
2014-07-01,5,4,401390.086275
2014-07-01,5,5,233013.5669
2014-07-01,5,6,561619.1153
2014-07-01,5,7,342494.724
2014-07-01,5,8,577715.3419
2014-07-01,5,9,633206.4132818182
2014-07-01,5,10,364829.79323333333
2014-07-01,6,1,23560064.29918
2014-07-01,7,1,200201.03540368422
2014-07-01,7,2,218676.94498
2014-07-01,7,3,480785.28733666666
2014-07-01,7,4,382850.17278333334
2014-07-01,7,5,474800.8756209091
2014-07-01,7,6,236763.7409
2014-07-01,7,7,308604.4156333333
2014-07-01,7,8,299704.705
2014-07-01,7,9,669938.18857
2014-07-01,7,10,394747.39133333333
2014-07-01,8,1,794975.40049
2014-07-01,8,2,577126.6923888889
2014-07-01,8,3,1046250.349
2014-07-01,8,4,375233.17955999996
2014-07-01,8,5,261697.88327
2014-07-01,8,6,737534.8856666667
2014-07-01,8,7,528183.4601
2014-07-01,8,8,446670.1061
2014-07-01,8,9,404634.0806014286
2014-07-01,8,10,518528.89886
2014-07-01,9,1,224326.71738333334
2014-07-01,9,2,737288.852124
2014-07-01,9,3,572702.5923033333
2014-07-01,9,4,638148.6375
2014-07-01,9,7,925384.50285
2014-07-01,9,9,637479.5125
2014-07-01,10,2,210293.2879
