industry,location,RMSE,AdjR2,RMSE.cv,AdjR2.cv,month,year
7,6,31474.062238884475,-0.15745820585634496,42152.90538492481,0.39548363345040977,12,2016
7,9,102342.64336651332,-0.09715563309982755,142985.0859634063,0.3999430647732973,12,2016
3,3,113421.73199569236,0.0019493197268007911,146487.09265004037,0.4684526615308813,12,2016
8,1,256017.64072860384,0.03703516570609555,326975.4305365216,0.4744234600301787,12,2016
